OBJECT_TYPE, OBJECT_NAME, COLUMN_NAME
'KB SQL Column Code Change', 'DM_ACO_EXT', 'FIRST_HIGH_PHQ9_SCORE'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'FIRST_PHQ9_SCORE'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_ASCVD_EVER_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_CABG_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_CARDIAC_SURGERY_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_COLONOSCOPY_IN_PERIOD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_CT_COLONOGRAPHY_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_DYSTHYMIA_IN_PERIOD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_FIT_DNA_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_FOBT_IN_PERIOD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_HYPERCHOL_EVER_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_MAJOR_DEPRSN_IN_PERIOD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_POSITIVE_DEPRSN_SCRN_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_SIGMOIDOSCOPY_IN_PERIOD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAD_VISIT_DURING_FLU_SEASON_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_AMI_EVER_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_BIPOLAR_DISORDER_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_CAD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_CHF_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_DIABETES_FOR_CAD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_DIABETES_FOR_PREV13_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_DIABETES_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_DYSTHYMIA_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_GEST_DIABETES_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_HYPERTEN_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_IVD_EVER_FOR_DIABETES_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_IVD_EVER_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_IVD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_LVSD_FOR_CAD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_LVSD_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_MAJOR_DEPRSN_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_PERSONALITY_DISORDER_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_POLYCYS_OVARIES_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HAS_ST_IND_DIABETES_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HBA1C_LAST'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HBA1C_LAST_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HBA1C_LAST_NUM'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HBA1C_L_DXR_CSN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HBA1C_L_LRR_ID'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HBA1C_L_UNIT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'HOSPICE_ADMSN_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'IMMNZTN_FLU_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'IMMNZTN_PNEU_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'INPAT_ADMIT_LAST_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LAST_OFF_VIS_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LAST_REMISSION_PHQ9_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LAST_REMISSION_PHQ9_SCORE'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_CALC_LAST'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_CALC_LAST_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_CALC_LAST_NUM'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_CALC_L_DXR_CSN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_CALC_L_LRR_ID'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_CALC_L_UNIT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_HIGHEST_EVER'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_HIGHEST_IN_3_YEARS'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_LAST_FOR_PREV13'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_LAST_FOR_PREV13_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LDL_LAST_FOR_PREV13_STR'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LIPID_PROFILE_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LVEF_LAST'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LVEF_LAST_BELOW_40_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LVEF_LAST_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LVEF_LAST_NUM'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LVEF_L_DXR_CSN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LVEF_L_LRR_ID'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'LVEF_L_UNIT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'NEG_RETINAL_EXAM_YR_PRIOR_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'NUM_ED_VIS'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'NUM_HOSP_ADMIT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'NUM_OFF_VIS'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'NUM_OUTREACH'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'OFF_VIS_LAST_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'OFF_VIS_PROV_ID'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'ON_ACE_INHB_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'ON_ANTIPLAT_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'ON_ANTITHROM_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'ON_ARB_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'ON_ASPIRIN_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'ON_ASP_OR_ANTIPLAT_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'ON_BETA_BLOCK_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'ON_STATIN_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'OUTREACH_LAST_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'PCI_DXR_CSN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'PCI_ORD_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'PREGNANT_DX_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'QUAL_DEPRSN_SCRN_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'QUAL_HYPERTENSION_DX_YN'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'QUAL_IMM_FLU_ADMIN_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'QUAL_PCI_PROC_DT'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'SMOKELESS_STATUS_C'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'TOBAC_COUNSEL_C'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'TOBAC_USE_STATUS_C'
'KB SQL Column Code Change', 'DM_ACO_EXT', 'TOBAC_USE_STATUS_DT'
'KB SQL Column Code Change', 'DM_ADHD', 'ADHD_VIS_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'ADHD_VIS_PROV_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'AGE_YEARS'
'KB SQL Column Code Change', 'DM_ADHD', 'ANTIPSYCHOTIC_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'ANTIPSYCHOTIC_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'ANXIOLYTIC_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'ANXIOLYTIC_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'APP_BEHAVIORAL_NEXT_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'APP_PCP_NEXT_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'BEHAVIORAL_VIS_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'BEHAVIORAL_VIS_PROV_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'BMI_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'BMI_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'BP_DIA_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'BP_DIA_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'BP_SYS_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'BP_SYS_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'CONTACT_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'CONTACT_LAST_TYPE_C'
'KB SQL Column Code Change', 'DM_ADHD', 'CUR_PCP_PROV_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'CUR_PRIM_BENEFIT_PLAN_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'CUR_PRIM_FIN_CLASS_C'
'KB SQL Column Code Change', 'DM_ADHD', 'CUR_PRIM_LOC_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'CUR_PRIM_PAYER_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'CUR_PRIM_PROD_TYPE_C'
'KB SQL Column Code Change', 'DM_ADHD', 'EKG_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'ETHNICITY_C'
'KB SQL Column Code Change', 'DM_ADHD', 'FAM_HX_CARDIAC_PROBLEM_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_ALCOHOLISM_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_ANXIETY_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_AUTISM_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_CARDIAC_PROBLEM_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_CHRONIC_TIC_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_DEPRESSION_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_INTEL_DISABILITY_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_LEARNING_DISABILITY_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_NARCOLEPSY_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_OBESITY_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_OPIOID_DEPENDENCE_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_SEDATIVE_DEPENDENCE_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_SLEEP_APNEA_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_TOURETTES_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HAS_TRANSIENT_TIC_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'HEIGHT_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'HEIGHT_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'INPAT_ADMIT_BH_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'NONSTIMULANT_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'NONSTIMULANT_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'OFF_VIS_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'OFF_VIS_PROV_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_ANTIPSYCHOTIC_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_ANXIOLYTIC_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_NONSTIMULANT_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_OTHER_ANTIDPRSNT_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_SNRI_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_SSRI_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_STIMULANT_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_TCA_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'ON_TECA_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'OTHER_ANTIDPRSNT_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'OTHER_ANTIDPRSNT_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'PHYS_ACTIVE_YN'
'KB SQL Column Code Change', 'DM_ADHD', 'PULSE_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'PULSE_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'RACE_C'
'KB SQL Column Code Change', 'DM_ADHD', 'SEX_C'
'KB SQL Column Code Change', 'DM_ADHD', 'SNRI_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'SNRI_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'SSRI_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'SSRI_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'STIMULANT_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'STIMULANT_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'T3_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'T3_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'T3_L_COMPONENT_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'T3_L_ORDER_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'T3_L_UNIT'
'KB SQL Column Code Change', 'DM_ADHD', 'T4_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'T4_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'T4_L_COMPONENT_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'T4_L_ORDER_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'T4_L_UNIT'
'KB SQL Column Code Change', 'DM_ADHD', 'TCA_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'TCA_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'TECA_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'TECA_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'THYROID_TEST_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'TSH_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'TSH_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD', 'TSH_L_COMPONENT_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'TSH_L_ORDER_ID'
'KB SQL Column Code Change', 'DM_ADHD', 'TSH_L_UNIT'
'KB SQL Column Code Change', 'DM_ADHD', 'WEIGHT_LAST'
'KB SQL Column Code Change', 'DM_ADHD', 'WEIGHT_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ADHD_VIS_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ANTIPSYCHOTIC_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ANTIPSYCHOTIC_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ANXIOLYTIC_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ANXIOLYTIC_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'APP_PCP_NEXT_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'BMI_LAST'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'BMI_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'BP_DIA_LAST'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'BP_DIA_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'BP_SYS_LAST'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'BP_SYS_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'CONTACT_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'CUR_PCP_PROV_ID'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'EKG_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'FAM_HX_CARDIAC_PROBLEM_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_ALCOHOLISM_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_ANXIETY_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_AUTISM_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_CARDIAC_PROBLEM_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_CHRONIC_TIC_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_DEPRESSION_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_INTEL_DISABILITY_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_LEARNING_DISABILITY_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_NARCOLEPSY_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_OBESITY_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_OPIOID_DEPENDENCE_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_SEDATIVE_DEPENDENCE_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_SLEEP_APNEA_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_TOURETTES_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'HAS_TRANSIENT_TIC_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'INPAT_ADMIT_BH_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'NONSTIMULANT_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'NONSTIMULANT_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'OFF_VIS_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'OFF_VIS_PROV_ID'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_ANTIPSYCHOTIC_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_ANXIOLYTIC_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_NONSTIMULANT_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_OTHER_ANTIDPRSNT_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_SNRI_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_SSRI_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_STIMULANT_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_TCA_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'ON_TECA_YN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'OTHER_ANTIDPRSNT_DXR_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'OTHER_ANTIDPRSNT_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'SNRI_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'SNRI_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'SSRI_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'SSRI_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'STIMULANT_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'STIMULANT_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T3_LAST'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T3_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T3_L_COMPONENT_ID'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T3_L_DOCUMENT_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T3_L_UNIT'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T4_LAST'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T4_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T4_L_COMPONENT_ID'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T4_L_DOCUMENT_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'T4_L_UNIT'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TCA_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TCA_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TECA_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TECA_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'THYROID_TEST_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TSH_LAST'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TSH_LAST_DATE'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TSH_L_COMPONENT_ID'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TSH_L_DOCUMENT_CSN'
'KB SQL Column Code Change', 'DM_ADHD_EXT', 'TSH_L_UNIT'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'BIRTHCTRL_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'BIRTHCTRL_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'BONE_AGE'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'BONE_AGE_DATE'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'ON_BIRTHCTRL_YN'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'ON_PUBERTY_BLOCK_YN'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'PUBERTY_BLOCK_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'PUBERTY_BLOCK_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'TANNER_STAGES'
'KB SQL Column Code Change', 'DM_ADOL_TRANS', 'TANNER_STAGES_DATE'
'KB SQL Column Code Change', 'DM_ADOL_TRANS_EXT', 'BIRTHCTRL_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADOL_TRANS_EXT', 'BIRTHCTRL_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADOL_TRANS_EXT', 'ON_BIRTHCTRL_YN'
'KB SQL Column Code Change', 'DM_ADOL_TRANS_EXT', 'ON_PUBERTY_BLOCK_YN'
'KB SQL Column Code Change', 'DM_ADOL_TRANS_EXT', 'PUBERTY_BLOCK_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADOL_TRANS_EXT', 'PUBERTY_BLOCK_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ALT_ANDRO_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ALT_ANDRO_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ANTIESTROGEN_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ANTIESTROGEN_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'CERVICAL_SCREEN_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'FIVE_ARI_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'FIVE_ARI_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'GNRH_ANA_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'GNRH_ANA_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'HAS_POLYCYTHEMIA_YN'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'MAMMOGRAM_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ON_ALT_ANDRO_YN'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ON_ANTIESTROGEN_YN'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ON_FIVE_ARI_YN'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ON_GNRH_ANA_YN'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ON_PROGEST_YN'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'ON_TESTOST_YN'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'PAP_SMEAR_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'PROGEST_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'PROGEST_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'TESTOST_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM', 'TESTOST_ORDER_MED_ID'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'ALT_ANDRO_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'ALT_ANDRO_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'ANTIESTROGEN_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'ANTIESTROGEN_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'CERVICAL_SCREEN_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'FIVE_ARI_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'FIVE_ARI_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'GNRH_ANA_DOCUMENT_MED_CSN'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'GNRH_ANA_ORDER_DATE'
'KB SQL Column Code Change', 'DM_ADULT_FTM_EXT', 'HAS_POLYCYTHEMIA_YN'
